id_direccion,Direccion,Referencia ,id_establecimiento,Parroquia;
14606,ESMERALDAS OE4-56 Y VENEZUELA,JUNTO A LA ESCUELA ISABEL LA CATOLICA,14606,QUITO;
14607,MORALES OE1-09 Y MALDONADO,DIAGONAL PARADA DEL TROLE HERMANO MIGUEL,14607,QUITO;
14608,VERSALLES N21-33 y jerónimo carrión,DIAGONAL AL COLISEO LOS QUITUS,14608,QUITO;
14609,Los Rios N 12-118 y Miguel Espinoza,CCNU,14609,QUITO;
14610,Giovanny Calles OE3-137 y Calle Punin,CERCA AL CUERPO DE BOMBEROS,14610,QUITO;
14611,Sucre  s1-216 Cayambe,,14611,QUITO;
14612,AV. MARISCAL SUCRE S/N Y JHON F. KENNEDY,JUNTO A ARTEFACTA,14612,SAN ANTONIO;
14613,Juan León Mera N22-15 y Jerónimo Carrión,,14613,QUITO;
14614,FRANCISCO SALAZAR E10-59 y CAMILO DESTRUGE,,14614,QUITO;
14615,JUAN DE DIOS MORALES OE1-143 Y GUAYAQUIL,DIAGONAL AL BANCO DEL PICHINCHA,14615,QUITO;
14616,AV. ORELLANA N11-71 y RáBIDA,,14616,QUITO;
14617,GANGOTENA N24-869 y CORUÑA,JUNTO A LA PARADA DE LA Y DEL TROLE,14617,QUITO;
14618,AV. DE LOS GRANADOS E13-55 E ISLA MARCHENA,,14618,CONOCOTO;
14619,REINA VICTORIA 268 Y PINTO,,14619,QUITO;
14620,Via UshimANA- Alangasí   N/A,,14620,QUITO;
14621,AV. AMAZONAS N6-114 Y AV. REPÚBLICA ,FRENTE AL PARQUEADERO DEL BANCO DEL PICHINCHA,14621,QUITO;
14622,AV DEL PARQUE S/N Y ALONSO DE TORRES,A DOS CUADRAS DE LA PLAZA DE TOROS,14622,QUITO;
14623,DIEGO DE ROBLES SN y AV INTEROCEÁNICA,FRENTE A FUNERARIA NACIONAL TRIBUNA DEL SUR,14623,QUITO;
14624,AV. MANUEL CORDOVA GALARZA SN Y SN,DIAGONAL A LA TRIBUNA DE LOS SHYRIS,14624,QUITO;
14625,JUAN SOLIS N2-253 Y LEONIDAS PROAÑO,2 CUADRAS AL SUR DE MERCADO STA CLARA,14625,QUITO;
14626,Diego de Almagro N24-69 y Joaquín Pinto,A UNA CUADRA DE LA IGLESIA STA TERESITA PARQUE YEROVI,14626,QUITO;
14627,Juan RodrÍguez E7-22 y Reina Victoria,2 CUADRAS DEL REDONDEL DE MIRAFLORES,14627,QUITO;
14628,BURGEOIS N 34-25 Y RUMIPAMBA,REDONDEL DEL MONUMENTO TIENDA PINGÜINO,14628,QUITO;
14629,LUIS TUFIÑO 511 Y MANUEL CALIXTO,DIAGONAL A SERVI QUITO,14629,QUITO;
14630,MARIETA DE VEINTIMILLA E4-192 Y PASAJE ALONSO,PARQUE CENTRAL,14630,CUMBAYÁ;
14631,av. America N35-78 y Mañosca,JUNTO A LA CLÍNICA GUADALUPE,14631,QUITO;
14632,Wilson E4-235 y Juan Leon Mera,PISO: SEGUNDO. SECTOR: FRENTE A LA EX DIRECCION DE SALUD,14632,QUITO;
14633,AV. DIEGO DE VÁSQUEZ 6 Y AV. JAIME ROLDÓS,,14633,PINTAG;
14634,Av. Alonso de Angulo S9-369 y Francisco Gomez,,14634,QUITO;
"14635,Jose Antepara E3-34 y Pedro Fermin Cevallos,""FRENTE AL RÍO ALAMBI, NANEGAL"",14635,NANEGAL";
14636,Asuncion OE1-49 y 10 de Agosto,A DOS CUADRAS DE IGLESIA SAN FRANCISCO,14636,QUITO;
14637,Ignacio de VeintImilla E8-138 Av. 6 de Diciembre,,14637,QUITO;
14638,RAMÓN ROCA E6-35 Y REINA VICTORIA,,14638,SAN ANTONIO;
14639,José Tamayo 1024 y Lizardo García,,14639,QUITO;
14640,SUIZA N34-32 Y AV. REPÚBLICA DEL SALVADOR,FRENTE BOMBEROS DE QUITO,14640,QUITO;
14641,real audiencia  n56-18 Y capitán alfonso yépez,A MEDIA CUADRA DEL MULTICENTRO,14641,QUITO;
14642,PALMALES OE4-167 Y APUELA,A 3 CUADRAS DE LA ESCUELA LA CONDAMINE,14642,TABABELA;
14643,Moreno Bellido E6-57 Av. Amazonas,PISO: PB. SECTOR: A SESENTA METROS DEL PARQUE CENTRAL,14643,NANEGAL;
14644,Panamericana Norte  S1-123 Y CALLE Pichincha,PISO: PB. SECTOR: FRENTE AL COLEGIO DON BOSCO,14644,QUITO;
14645,JUAN DE DIOS MORALES OE1-11 Y AV. MALDONADO,PISO: PB. SECTOR: FRENTE AL COLEGIO LA SALLE DE QUITO,14645,QUITO;
14646,GONZALO PIZARRO 150 Y GONZALO VERA,,14646,QUITO;
14647,ALONSO DE TORRES N43 Y AV DEL PARQUE (C.C. EL BOSQUE),FRENTE A LA PARADA CORREDOR LA SANTIAGO,14647,QUITO;
14648,AV. REAL AUDIENCIA N59-212 Y FRANCISCO SALABA,PUENTE DEL GUAMBRA,14648,QUITO;
14649,AndalucÍa N24-318 y  Cordero,CANCHAS COOP. 14 DE ENERO,14649,QUITO;
14650,Mejía  OE6-43 y Benalcázar,PISO: PB. SECTOR: A UNA CUADRA DEL PARADERO LA PLAYITA,14650,AMAGUAÑA;
14651,Av. 6 de Diciembre N32-334 y Boussingault,ANTES DEL PARQUE,14651,QUITO;
14652,Av. Cristobal Colón Oe1-54 y AV. 10 de Agosto,,14652,GUAYLLABAMBA;
14653,12 DE OCTUBRE N22-11 Y JERONIMO CARRION ,,14653,TUMBACO;
14654,Calle S33D  S/N y Quitumbe Ñan,CHIVIQUÍ,14654,TUMBACO;
14655,JUNIN E3-47 Y ESCALINATAS DE SAN MARCOS,CERCA DEL COLEGIO MANUELA CAÑIZARES,14655,QUITO;
14656,AV. PORTUGAL e9-106 Y AV. REPÚBLICA DEL SALVADOR,DETRÁS DE SUPERINTENDENCIA DE BANCOS,14656,QUITO;
14657,Av. Gral Eloy Alfaro N47-156 De las Azucenas,,14657,QUITO;
14658,Manuel Carrion E1-59 Rafael Arteta,A UNA CUADRA DE EROVER COMPUTADORAS,14658,QUITO;
14659,Av. Padre Luis Vaccari Lote284 y Carihuairazo,1 CUADRA AL OCCIDENTE DE LA CLÍNICA SANTA BÁRBARA,14659,QUITO;
14660,S39A S39-38 y JUAN VÁSQUEZ,ESQUINA ORIENTE Y MONTUFAR,14660,QUITO;
14661,JUAN MONTALVO S3-20 Y OSWALDO GUAYASAMÍN,A UNA CUADRA DEL PUENTE DEL GUAMBRA,14661,QUITO;
14662,Jose María Alemán S 23-38 y Juan Barreto,,14662,SAN ANTONIO;
14663,VERSALLES N21-298 Y SAN GREGORIO,.,14663,QUITO;
14664,LA INDEPENDENCIA N6-115 y GEOVANNI CALLES,,14664,CUMBAYÁ;
14665,AV 12 DE OCTUBRE N24-739 Y AV. COLÓN,,14665,QUITO;
14666,ISLA FLOREANA E4-123 Y AV. AMAZONAS,,14666,QUITO;
14667,ISLA FLOREANA E4-113 y AV AMAZONAS,EN TRANSPORTES ECUADOR,14667,QUITO;
14668,Isidro Ayora OE11-267 y pasaje s,A UNA CUADRA DE LA PLAZA GRANDE,14668,QUITO;
14669,Av. Pedro Vicente Maldonado S9-495 y Alamor,DIAGONAL AL PARQUE DE SAN MARCOS,14669,QUITO;
14670,Jose Arizaga E4-33 y Av Amazonas,,14670,QUITO;
14671,SANTIAGO OE2-94 Y MANUEL LARREA,LA MARISCAL,14671,QUITO;
14672,Av. Eloy Alfaro N34-421 Portugal,A DOS CUADRAS DEL REDONDEL DE LA ATAHUALPA,14672,QUITO;
14673,Eloy Alfaro N34-421 y Portugal,POR EL REDONDEL PARA BAEZA,14673,PIFO;
14674,Chuquizaca N63-79 Y Los Cedros,,14674,QUITO;
14675,Presidente Wilson E7-45 y Av. Diego de Almagro,CASCADA DEL PITA,14675,PINTAG;
14676,PEDRO SALINAS OE3-29 y Alejandro Ponce,,14676,CONOCOTO;
14677,Juan LeÓn Mera N24-203 y Lizardo GarcÍa,,14677,QUITO;
14678,GUAYAQUIL OE3 N5-73 Y MEJÍA,,14678,QUITO;
14679,JUAN JOSÉ DE VILLALENGUA N37-102 Y NÚÑEZ DE VELA,IGLESIA DE SAN BLAS,14679,QUITO;
14680,DIEGO DE VASQUEZ N76-390 Y MARIANO PAREDES,GUAPULO,14680,QUITO;
14681,BOLIVIA OE3-140 Y AV. AMÉRICA,,14681,QUITO;
14682,AV. JAPON S/N Y NACIONES UNIDAS ,PRIMAVERA CENTRO DOS CUADRAS DEL COLEGIO SALAZAR GOMEX,14682,PIFO;
14683,39647 N/A Y MANUEL BURBANO,,14683,QUITO;
14684,REINA VICTORIA N21-225 y JERóNIMO CARRIóN,JUNTO A MARTINIZING,14684,QUITO;
14685,INTEROCEÁNICA OE417 Y AV. INTERVALLES,FRENTE AL QUICENTRO,14685,QUITO;
14686,Interoceanica OE4-17 Y ELOY ALFARO,DIAGONAL AL QUICENTRO,14686,QUITO;
14687,AV INTEROCEÁNICA  OE4-17 Y ELOY ALFARO,FRENTE AL HOTEL SHERATON,14687,QUITO;
14688,Av. 18 de Septiembre Oe3-162 y Av. América,A MEDIA CUADRA DEL CINE OCHO Y MEDIO,14688,QUITO;
14689,LUXEMBURGO N34-340 Y PORTUGAL,,14689,QUITO;
14690,GABRIEL IGNACIO DE VEINTEMILLA E4-162 y av. AMAZONAS,DETRÁS DEL SUPERMERCADO SANTA MARÍA,14690,QUITO;
14691,JosÉ  Calama E8-10 y Diego de Almagro,,14691,QUITO;
14692,Av. Morán Valverde S/N y Tnt. Hugo Ortiz,FRENTE AL HOTEL CASA GARDENIA,14692,QUITO;
14693,AZUAY S/N Y AV. MANUEL CÓRDOVA GALARZA,EN EL CCNU,14693,QUITO;
14694,JOSÉ TAMAYO N21-246 y RAMóN ROCA,DIAGONAL A DIARCA,14694,QUITO;
14695,Av. 24 de Mayo OE7-44 e Imbabura,A UNA CUADRA DE LA GASOLINERA REPSOL,14695,QUITO;
14696,RUMIPAMBA OE2-71 Y BURGEOIS ,DETRAS DE TRANSPORTES ECUADOR,14696,QUITO;
14697,LUIS CORDERO E4-321 Y AV. AMAZONAS,A DOS CUADRAS DEL CENTRO COMERCIAL ATAHUALPA,14697,QUITO;
14698,VACA DE CASTRO OE7-100 Y HERNÁN CORTEZ,CERCA AL CENTRO DE SALUD,14698,CALDERÓN (CARAPUNGO);
14699,AV. gonzalo pérez bustamante  E1-10 Y AV. MALDONADO,2 CUADRS D GASOLINER PRIMAX D ALANGASI,14699,ALANGASÍ;
14700,Av. 12 de Octubre N27-29 y Muros,DIAGONAL AL REGIMIENTO QUITO 2,14700,QUITO;
14701,Gaspar de Villaroel E6-32 y Av Japon,A 3 CUADRAS DEL ESTADIO DEL AUCAS,14701,QUITO;
14702,EQUINOCCIAL E3-97 y DE LOs HEMISFERIOS,,14702,GUAYLLABAMBA;
14703,JUAN MONTALVO S3-121 y rita lecumberry,A 3 CUADRAS DE EL TÍA,14703,QUITO;
14704,JOSE MARIA ALEMAN S23-07 Y BONIFACIO AGUILAR,BAJO EL PUENTE DE LA REPÚBLICA Y 10 DE AGOSTO,14704,QUITO;
14705,Av. Diego de Almagro N24-139 y MARISCAL Foch,MARISCAL,14705,QUITO;
14706,CHILE OE6-201 e IMBABURA,PISO: PB. SECTOR: FRENTE A LA CASA BARRIAL,14706,QUITO;
14707,S20 SALVADOR BRAVO s/n Y JOSé MARíA ALEMáN,CONSULADO DE ESPAÑA,14707,QUITO;
14708,Av. Eloy Alfaro S/N y Av. Pichincha,CUATRO CUADRAS AL NORTE DE LA IGLESIA APOSTOL SANTIAGO,14708,PUEMBO;
14709,AV. MARISCAL SUCRE s37-489 Y S39,FRENTE AL PARQUE DE LA CONCHA ACÚSTICA,14709,QUITO;
14710,JOAQUIN PINTO N24A Y JUAN LEON MERA,JUNTO AL MINTUR,14710,QUITO;
14711,SUCRE N4-62 Y CUENCA,,14711,QUITO;
14712,nuñez de vela n37- 212 Y jOSÉ  villalengua,,14712,POMASQUÍ;
14713,OSWALDO GUAYASAMíN  E5-25 SIENA,3 CUADRAS DEL PARQUE LA CAROLINA,14713,QUITO;
14714,AV. MALDONADO S8-252 Y CERRO HERMOSO,FRENTE AL MERCADO ARTESANAL,14714,QUITO;
14715,Via Nuevo Aeropuerto S/N y S/N,LA RONDA,14715,QUITO;
14716,av. COLóN E10-70 y CAMILO DESTRUGE,FRENTE AL COLEGIO MARIANA DE JESUS,14716,QUITO;
14717,Los Ríos N12-139 y Miguel Espinoza,LA RONDA,14717,QUITO;
14718,ANTONIO BORRERO OE1-55 y Línea Férrea,,14718,QUITO;
14719,av. AMAZONAS  PSJ E4C y VICENTE RAMóN ROCA,A UNA CUADRA DEL COLEGIO LOS SHYRIS,14719,QUITO;
14720,av. 6 DE DICIEMBRE N26-05 y COLóN,DIAGONAL A ALMACENES CRÉDITOS ECONÓMICOS,14720,QUITO;
14721,GARCÍA MORENO 440 Y MANABÍ,,14721,PUEMBO;
14722,JerÓnimo CarriÓn E10-24 y Jose Tamayo,ATRAS DE CENTRAL TÉCNICO,14722,QUITO;
14723,AV. DE LA PRENSA N49-226 Y SBTE JUAN HOLGUÍN,A UNA CUADRA DE LA ANTIGUA RADIO TARQUI,14723,QUITO;
14724,Guayaquil 762 Y Manabí,FRENTE AL HOSPITAL EUGANIO ESPEJO,14724,QUITO;
14725,PATRIA E2-49 Y 10 DE AGOSTO,DIAGONAL AL EXCINE ALAMBRA,14725,QUITO;
14726,José Joaquín Olmedo 466 y Av. Pichincha,A 2 CUADRAS DEL PARQUE INGLES,14726,QUITO;
14727,JOAQUíN PINTO E7-08 y REINA VICTORIA,FRENTE A COMIDA TIPICA DAVID,14727,QUITO;
14728,John F. Kennedy N67-75 Ramon Chiriboga,PISO: PB. SECTOR: DIAGONAL AL ANTIGUO SEGURO SOCIAL,14728,QUITO;
14729,Juan León Mera N24-36 y Joaquín Pinto,MEDIA CUADRA CENTRO DE EXPOSICIONES,14729,QUITO;
14730,MANABí 660 y GARCíA MORENO,JUNTO AL BANCO PICHINCHA,14730,QUITO;
14731,AV. 12 DE OCTUBRE N23-117 Y WILSON,A LADO DE LA DISCOTECA ZAB,14731,QUITO;
14732,MORALES OE3-36 Y GUAYAQUIL,A DOS CUADRAS DEL COLEGIO MEJIA,14732,QUITO;
14733,Lugo N24-250 y Guipuzcoa,A MEDIA CUADRA DE LA UNION DE TAXIS,14733,QUITO;
14734,JUAN LEON MERA N24-210 Y LIZARDO GARCÍA,,14734,QUITO;
14735,Reina Victoria  N26-08 y Santa María,,14735,CUMBAYÁ;
14736,LIZARDO GARCÍA E7-31 Y REINA VICTORIA,,14736,QUITO;
14737,PASAJE LOS ÁNGELES E3-19 y ELOY ALFARO,,14737,QUITO;
14738,FRANCISCO ROBLES E8-41 Y PLAZA,A UNA CUADRA DEL COMPLEJO DEPORTIVO DEL COLEGIO DE ARQUITECTOS,14738,PUEMBO;
14739,Guayaquil N11-156 y Briceño,ANTIGUA VÍA A TABABELA,14739,TUMBACO;
14740,VíA LAS TOLAS - PACHIJAL SN JUNTO AL RíO PACHIJAL,A UNA CUADRA DEL PARQUE CENTRAL DE TABABELA.,14740,TABABELA;
14741,vía interoceanica S/N Barrio San Francisco,A CINCUENTA METROS DE LA CLINICA SANTA BARBARA,14741,QUITO;
14742,FRANCISCO SALAZAR  E11-158 e ISABEL LA CATóLICA,PISO: PB. SECTOR: A UNA CUADRA DEL COLEGIO APCH,14742,ALANGASÍ;
14743,AV. REPÚBLICA S/N Y PRADERA,MEDIA CUADRA DL TANQ D AGUA MOLINUCO,14743,PINTAG;
14744,av. 24 DE MAYO OE5-71 y BAHíA DE CARáQUEZ,A SEIS CUADRAS DEL CNE,14744,QUITO;
14745,De los Alamos E10-138 y AsUNOS,LA RONDA,14745,QUITO;
14746,manabí s1-142 Y garcía moreno,FRENTE AL COLEGIO INTIYAN,14746,QUITO;
14747,MANABI 135-N8 Y BENALCAZAR,CERCA DE ECUAVICHE,14747,QUITO;
14748,ISABEL LA CATóLICA 1457 y FRANCISCO SALAZAR,SECTOR LA UTE,14748,QUITO;
14749,GIACOMMO ROCA  N33-29 Y BOSMEDIANO,MITAD DEL MUNDO,14749,SAN ANTONIO;
14750,Montúfar N4-78 y Eugenio Espejo,FRENTE A LA LIGA BARRIAL,14750,AMAGUAÑA;
14751,MIAMI 2 Y CAPITÁN GEOVANNY CALLES,JUNTO AL COLEGIO MATOVELLE,14751,QUITO;
14752,C.C.VILLA CUMBAYA L-22,LA RONDA,14752,QUITO;
14753,SANTA CLARA 0E6-23 y BENALCáZAR,,14753,QUITO;
14754,Guayabos N50-85 y álamos,BAJO LA IGLESIA DE LA CATEDRAL,14754,QUITO;
14755,JOSÉ TAMAYO N24-635 y AV COLÓN,A DOS CUADRAS DEL BANCO DEL PACÍFICO,14755,QUITO;
14756,Páez 243 y Jorge Washington,A UNA CUADRA DE LA GASOLINERA PUMA,14756,QUITO;
14757,Diego de Robles  S/N y SN,A UNA CUADRA DEK RESTAURANTE EMAUS,14757,QUITO;
14758,Juan de Dios morales OE3-24 y Guayaquil,,14758,QUITO;
14759,Av. 12 de Octubre N22-11 y Jerónimo Carrión,,14759,QUITO;
14760,av. ELOY ALFARO OE2-126 Y AMAZONAS,EXTERIOR PALACIO ARZOBISPAL,14760,QUITO;
14761,Amazonas N41-95 e Isla Floreana,,14761,QUITO;
14762,SHYRIS N35-124 Y SUECIA,FRENTE A ENTRADA POSTERIOR CLINICA PICHINCHA,14762,QUITO;
14763,VÍA A RABIJA S/N Y SN,DIAGONAL A ALMACENES ASHLEY POR LA SAN INGNACIO,14763,QUITO;
14764,SIMóN BOLíVAR S/N y AV PANAMERICANA,FRENTE AL BANCO DE GUAYAQUIL,14764,QUITO;
14765,REINA VICTORIA N24-20 Y WILSON,,14765,QUITO;
14766,AV. MALDONADO OE1-24 y JUAN DE DIOS MORALES,,14766,CONOCOTO;
14767,JUAN DE DIOS MORALES OE1-07 Y AV. PEDRO VICENTE MALDONADO,,14767,QUITO;
14768,Murgeón Oe1-17 Av. 10 de Agosto,,14768,NONO;
14769,LUIS CORDERO E5-68 y REINA VICTORIA,,14769,POMASQUÍ;
14770,JUAN MONTALVO L1B Y AV. INTEROCEÁNICA,PARQUE EL EJIDO,14770,QUITO;
14771,INTEROCEÁNICA KM 14 y s/n,FRENTE A LA ESTACIÓN DEL TROLEBUS,14771,QUITO;
14772,sebastiano serlio s9-185 y goevanny bocaccio,FRENTE AL PUENTE DEL GUAMBRA,14772,QUITO;
14773,JUAN LEON MERA N24-219 Y LIZARDO GARCIA,JUNTO AL HOTEL REINA ISABEL,14773,QUITO;
14774,Sucre Oe2-22 y Flores,DIAGONAL A POLLOS GUS,14774,QUITO;
14775,Av de la Prensa N58-360 y Tufiño,VILLAFLORA,14775,QUITO;
14776,Av. 10 de Agosto N13-117 y Arenas,PISO: PB. SECTOR: IÑAQUITO - LA REPUBLICA,14776,QUITO;
14777,DIEDO DE ROBLES S/N E INTEROCEANICA,DIAGONAL AL MALL EL JARDIN,14777,QUITO;
14778,QUITUMBE S/N Y RAFAEL MORAN VALVERDE,FRENTE AL COLEGIO BORJA 1,14778,QUITO;
14779,VENEZUELA N3-117 Y ESPEJO,A DOS CUADRAS DE LA UCE,14779,QUITO;
14780,Guayaquil 94 Y Vía Quito,A UNA CUADRA DEL PARQUE DE CUMBAYÁ,14780,CUMBAYÁ;
14781,VÌA AMAGUAÑA S/N,SAN JOSÉ DE MONJAS,14781,QUITO;
14782,JOSE ALEMÁN S/N Y BONIFACIO AGUILAR,PISO: PB. SECTOR: A DOS CUADRAS DE LA GASOLINERA PRIMAX,14782,PIFO;
14783,AV. RÍO AMAZONAS N36-14 y JAPÓN,,14783,ALANGASÍ;
14784,av. quito S/N y Guayaquil,A UNA CUADRA DEL BANCO DEL PACIFICO,14784,QUITO;
14785,Reina Victoria N24-205 y Lizardo Garcia,,14785,QUITO;
14786,Av. Francisco de Orellana e2-15 Salinas,100 METROS AL SUR DE LA GASOLINERA,14786,YARUQUÍ;
14787,pontevedra  n24-155  Y MADRID,A DOS CUADRAS DE LA PLAZA FOCH,14787,QUITO;
14788,CHILE OE4-422 Y VENEZUELA,A UNA CUADRA DEL PRIMER MIRADOR DE LA ORIENTAL,14788,QUITO;
14789,9 DE OCTUBRE N20-51 y JORGE WASHINGTON,,14789,NAYÓN;
14790,Reina Victoria N24-263 y Lizardo Garcia,,14790,QUITO;
14791,VENEZUELA SN Y ESPEJO,,14791,QUITO;
14792,N26D LA NIÑA E7-46 y AV DIEGO DE ALMAGRO,FRENTE A MANGO TREE CAFÉ,14792,QUITO;
14793,JOAQUíN PINTO SN y REINA VICTORIA,DIAGONAL CLINICA CENTRAL,14793,QUITO;
14794,PANAMERICANA NORTE OE11-206 Y ALFONSO MONCAYO,A LADO DE SENECYT,14794,QUITO;
14795,Guipuzcoa E14-104 y La Coruña,MAMA CUCHARA,14795,QUITO;
14796,BAQUEDANO E8-11 y AV. 6 DE DICIEMBRE,,14796,QUITO;
14797,La Coruña N30-135 y Eduardo Whymper,AMAGUAÑA,14797,AMAGUAÑA;
14798,Venezuela S1-28 y Rocafuerte,,14798,QUITO;
14799,AV. dEL PARQUE  S/N  y Alonso de Torres,PISO: PB. SECTOR: COLEGIO DE AMERICA,14799,QUITO;
"14800,Jose Tamayo N24-160 y Mariscal Foch,""PALACIO ARZOBISPAL, PLANTA BAJA"",14800,QUITO";
14801,S61E OE2-28 y BELISARIO,FRENTE AL RINCÓN DEL GAUCHO,14801,QUITO;
14802,EL CEIBO N1-209 Y FRANCISCO DE ORELLANA,LA TOLA,14802,QUITO;
14803,ISLA MARCHENA 41-28 y AV. GRANADOS,MEDIA CUADRA DEL HOSTAL NEVADA,14803,PIFO;
14804,E4 VENEZUELA N2-60 y N3 SUCRE,,14804,QUITO;
14805,Av. Diego Vasquez de Cepeda N63-27 y Sabanilla,LOCAL ESQUINERO,14805,QUITO;
14806,AV. NACIONES UNIDAS S/N Y AMAZONAS (TORRE B-D),UNA CUADRA AL NORTE DE LA PLAZA DE SAN FRANCISCO,14806,QUITO;
14807,Av. Naciones Unidas  E9-138  y Av. República del Salvador,PUEMBO,14807,PUEMBO;
14808,10 DE AGOSTO n21-90 y JORGE WASHINGTON,FRENTE A LA FISCALIA DE PICHINCHA,14808,QUITO;
"14809,Av. De la Prensa N50-83 y Cristóbal Sandoval,""EDIFICIO POSADA COLONIAL PISO 2, AL FRENTE DE LA PLAZA DE LAS CONCEPTAS"",14809,QUITO";
14810,OLMEDO N3-67 Y BOLIVAR,PATIO DE COMIDAS DEL QUICENTRO SUR,14810,QUITO;
14811,Portugal E10-95 y Av. RepÚblica del Salvador,,14811,QUITO;
14812,LUIS CORDERO E9-102  y av. 6 DE DICIEMBRE,,14812,QUITO;
14813,JUAN RODRíGUEZ E7-75 y diego de almagro,LA CAROLINA,14813,QUITO;
14814,Gustavo Darquez Oe1-76 y 10 de Agosto,,14814,QUITO;
14815,Japon  N37-84 y av. Naciones Unidas,,14815,QUITO;
14816,SHYRIS N 34-302 Y HOLANDA,CENTRO COMERCIAL EL RECREO,14816,QUITO;
"14817,CALLE J  OE7-132 Y ALONSO TORRES,""1 CUADRA ESTADIO DE LIGA, C. C. EL CONDADO"",14817,QUITO";
14818,calle 6 S/N Y Sin nombre,A UNA CUADRA DEL ESTADIO DE LA LIGA  C.C. CONDADO SHOPPING,14818,QUITO;
14819,EQUINOCCIAL  E3-182 Y DANIEL CEVALLOS,PISO: PB. SECTOR: JUNTO AL TEATRO BOLIVAR,14819,QUITO;
14820,Paul Rivet  E11-42 y Av. 6 De Diciembre,,14820,QUITO;
14821,AV. CORDOVA GALARZA S/N (104) y MITAD DEL MUNDO,FRENTE A LA UNASUR,14821,SAN ANTONIO;
14822,MADRID  E14-117 Y  CORUÑA,A 3 CUADRAS DEL COLEGIO PLANETA AZUL,14822,QUITO;
14823,vía Santa Teresa S/N Y S/N,DIAGONAL AL TEATRO SUCRE,14823,QUITO;
14824,MARISCAL FOCH  E4-272 y AV. AMAZONAS,FRENTE A URBAN PARK,14824,QUITO;
14825,Santiago oe1-33 y Av. 10 de Agosto,,14825,SAN ANTONIO;
14826,Jorge Piedra  OE3-150 y Av. de la Prensa,DETRAS DEL COLEGIO MANUELA CAÑIZARES,14826,QUITO;
14827,AJAVÍ OE5-445 Y YANTZAZA,,14827,QUITO;
14828,eduardo kingman oe11-156 y vía a calacalí,DIAGONAL AL MALL EL JARDIN,14828,QUITO;
14829,E5 JUAN LEÓN MERA N23-84 Y N24 WILSON,CERCA AL COLEGIO DE MÉDICOS VETERINARIOS DE PICHINCHA,14829,QUITO;
14830,MALLORCA N24-266 Y GUIPUZCOA,A UNA CUADRA DEL PARQUE DE TABABELA,14830,PUEMBO;
14831,Los Rios N12-88 Miguel Espinoza,BOULEVAR 24 DE MAYO,14831,QUITO;
14832,LEONIDAS PLAZA  E16-288 y GERMÁNICO SALGADO,A UNA CUADRA Y MEDIA DEL MALL EL JARDÍN,14832,QUITO;
14833,Chile  OE8-07 e Imbabura,JLA RONDA,14833,QUITO;
14834,AV. CINCO DE JUNIO S8-421 Y AV. RODRIGO DE CHAVEZ,DENTRO DEL PARQUE LA CAROLINA,14834,QUITO;
14835,InteroceÁnica KM 23 Oe3-354 y FRANC. DAMMER,JUNTO A LA IGLESIA DEL CARMEN BAJO,14835,QUITO;
14836,INTEROCEANICA  SN Y CAMINO VIEJO,,14836,QUITO;
14837,Av. De la Prensa  s/n Y AV. MARISCAL SUCRE (condado shopping),SAN BLAS PLAZA BELMONTE,14837,QUITO;
14838,Granados  S/N y Av. 6 de Diciembre,,14838,QUITO;
14839,Francisco de salazar E10-134 E isabel la catÓlica,PISO: PB. SECTOR: A DOS CUADRAS DE SWISSHOTEL,14839,QUITO;
14840,AV. RíO COCA E5-49 e ISLA SAN CRISTOBAL,PISO: PB. SECTOR: A CIEN METROS DE MI COMISARIATO,14840,QUITO;
14841,Juan Leon Mera 1238 y Lizardo Garcia,PISO: PB. SECTOR: A DOS CUASDRAS DEL PARQUE LA CAROLINA,14841,QUITO;
14842,MORALES OE-165 Y MALDONADO,,14842,QUITO;
14843,Vancouver E5-99 y Polonia,A UNA CUADRA DEL RESTAURANTE BURGER KING,14843,QUITO;
14844,David Ledesma n 70-160 y Gustavo Lemos,FRENTE AL INEC,14844,QUITO;
14845,S16B LOTE 2 Y HUIGRA,,14845,NANEGALITO;
14846,JosÉ Tamayo N21-209 y Vicente RamÓn Roca,A UNA CUADRA DE LA PLAZA DEL TEATRO,14846,QUITO;
14847,VENEZUELA N5-41 Y CHILE,,14847,QUITO;
14848,TEXEIRA E1-298 Y GUTIERREZ,,14848,QUITO;
14849,pasaje Marti E4-41 y Av. Gran Colombia,PARQUE DE CUMBAYA,14849,CUMBAYÁ;
14850,JOAQUÍN PINTO E7-61 Y DIEGO DE ALMAGRO,AL FRENTE DE TECNIACABADOS,14850,QUITO;
14851,JOSE BELDA OE4-153 Y JOSE ALEMAN,,14851,QUITO;
14852,José María Alemán S22-83 y Bonifacio Aguilar,,14852,QUITO;
14853,N5 CHILE OE4-22 Y OE4 VENEZUELA,FRENTE HACIENDA EL CARMEN,14853,QUITO;
14854,LUIS CORDERO E1235 y ANDALUCIA,FRENTE A LA RESIDENCIA MANSION PLAZA,14854,QUITO;
14855,Jose María Aleman S21-57 y Jose Belda,CENTRO FRENTE ESCUELA UCEM,14855,EL QUINCHE;
14856,E2C MANABÍ S1-146 Y MARÍA ANGÉLICA HIDROBO,DIAGONAL AL CENTRO DE SALUD NUMERO UNO,14856,QUITO;
14857,Padre Luis Vaccari  N8-10 y Rio Amazonas,,14857,QUITO;
