id_Parroquia,nombre,cabecera,Id_Canton,id_direccion
"2234,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2235,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2236,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2237,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2238,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2239,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2240,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2241,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2242,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2243,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2244,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2245,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2246,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2247,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2248,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2249,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2250,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2251,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2252,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2253,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2254,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2255,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2256,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2257,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2258,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2259,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2260,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2261,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2262,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2263,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2264,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2265,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2266,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2267,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2268,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2269,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2270,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2271,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2272,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2273,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2274,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2275,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2276,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2277,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2278,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2279,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2280,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2281,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2282,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2283,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2284,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2285,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2286,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2287,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2288,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2289,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2290,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2291,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2292,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2293,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2294,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2295,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2296,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2297,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2298,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2299,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2300,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2301,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2302,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2303,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2304,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2305,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2306,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2307,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2308,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2309,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2310,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2311,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2312,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2313,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2314,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2315,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2316,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2317,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2318,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2319,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2320,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2321,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2322,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2323,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2324,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2325,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2326,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2327,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2328,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2329,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2330,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2331,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2332,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2333,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2334,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2335,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2336,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2337,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2338,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2339,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2340,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2341,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2342,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2343,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2344,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2345,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2346,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2347,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2348,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2349,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2350,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2351,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2352,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2353,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2354,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2355,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2356,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2357,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2358,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2359,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2360,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2361,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2362,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2363,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2364,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2365,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2366,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2367,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2368,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2369,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2370,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2371,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2372,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2373,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2374,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2375,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2376,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2377,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2378,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2379,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2380,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2381,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2382,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2383,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2384,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2385,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2386,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2387,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2388,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2389,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2390,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2391,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2392,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2393,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2394,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2395,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2396,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2397,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2398,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2399,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2400,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2401,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2402,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2403,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2404,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2405,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2406,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2407,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2408,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2409,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2410,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2411,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2412,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2413,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2414,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2415,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2416,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2417,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2418,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2419,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2420,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2421,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2422,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2423,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2424,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2425,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2426,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2427,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2428,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2429,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2430,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2431,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2432,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2433,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2434,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2435,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2436,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2437,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2438,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2439,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2440,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2441,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2442,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2443,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2444,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2445,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2446,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2447,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2448,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2449,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2450,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2451,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2452,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2453,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2454,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2455,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2456,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2457,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2458,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2459,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2460,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2461,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2462,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2463,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2464,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2465,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2466,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2467,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2468,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2469,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2470,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2471,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2472,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2473,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2474,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2475,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2476,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2477,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2478,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2479,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2480,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2481,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2482,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2483,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2484,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2485,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2486,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2487,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2488,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2489,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2490,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2491,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2492,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2493,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2494,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2495,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2496,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2497,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2498,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2499,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2500,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2501,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2502,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2503,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2504,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2505,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2506,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2507,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2508,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2509,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2510,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2511,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2512,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2513,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2514,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2515,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2516,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2517,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
"2518,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL"",148,85"
